Artist,Song Title,Youtube Link
Adele,Rolling in the Deep,https://www.youtube.com/results?search_query=Adele+Rolling+in+the+Deep
Adele,Someone Like You,https://www.youtube.com/results?search_query=Adele+Someone+Like+You
Adele,Set Fire to the Rain,https://www.youtube.com/results?search_query=Adele+Set+Fire+to+the+Rain
Adele,Hello,https://www.youtube.com/results?search_query=Adele+Hello
Bruno Mars,Uptown Funk,https://www.youtube.com/results?search_query=Bruno+Mars+Uptown+Funk
Bruno Mars,Just the Way You Are,https://www.youtube.com/results?search_query=Bruno+Mars+Just+the+Way+You+Are
Bruno Mars,Grenade,https://www.youtube.com/results?search_query=Bruno+Mars+Grenade
Bruno Mars,Locked Out of Heaven,https://www.youtube.com/results?search_query=Bruno+Mars+Locked+Out+of+Heaven
Bruno Mars,24K Magic,https://www.youtube.com/results?search_query=Bruno+Mars+24K+Magic
Katy Perry,Firework,https://www.youtube.com/results?search_query=Katy+Perry+Firework
Katy Perry,Teenage Dream,https://www.youtube.com/results?search_query=Katy+Perry+Teenage+Dream
Katy Perry,Roar,https://www.youtube.com/results?search_query=Katy+Perry+Roar
Katy Perry,Dark Horse,https://www.youtube.com/results?search_query=Katy+Perry+Dark+Horse
Lady Gaga,Born This Way,https://www.youtube.com/results?search_query=Lady+Gaga+Born+This+Way
Lady Gaga,Shallow,https://www.youtube.com/results?search_query=Lady+Gaga+Shallow
Rihanna,We Found Love,https://www.youtube.com/results?search_query=Rihanna+We+Found+Love
Rihanna,Diamonds,https://www.youtube.com/results?search_query=Rihanna+Diamonds
Rihanna,Work,https://www.youtube.com/results?search_query=Rihanna+Work
Taylor Swift,Shake It Off,https://www.youtube.com/results?search_query=Taylor+Swift+Shake+It+Off
Taylor Swift,Blank Space,https://www.youtube.com/results?search_query=Taylor+Swift+Blank+Space
Taylor Swift,Bad Blood,https://www.youtube.com/results?search_query=Taylor+Swift+Bad+Blood
Taylor Swift,Love Story,https://www.youtube.com/results?search_query=Taylor+Swift+Love+Story
