Artist,Song Title,Youtube Link
Bee Gees,Stayin' Alive,https://www.youtube.com/results?search_query=Bee+Gees+Stayin%27+Alive
Queen,Bohemian Rhapsody,https://www.youtube.com/results?search_query=Queen+Bohemian+Rhapsody
Fleetwood Mac,Dreams,https://www.youtube.com/results?search_query=Fleetwood+Mac+Dreams
Led Zeppelin,Stairway to Heaven,https://www.youtube.com/results?search_query=Led+Zeppelin+Stairway+to+Heaven
Eagles,Hotel California,https://www.youtube.com/results?search_query=Eagles+Hotel+California
Rod Stewart,Maggie May,https://www.youtube.com/results?search_query=Rod+Stewart+Maggie+May
Elton John,Rocket Man,https://www.youtube.com/results?search_query=Elton+John+Rocket+Man
Elton John,Tiny Dancer,https://www.youtube.com/results?search_query=Elton+John+Tiny+Dancer
Elton John,Bennie and the Jets,https://www.youtube.com/results?search_query=Elton+John+Bennie+and+the+Jets
Elton John,Goodbye Yellow Brick Road,https://www.youtube.com/results?search_query=Elton+John+Goodbye+Yellow+Brick+Road
Stevie Wonder,Superstition,https://www.youtube.com/results?search_query=Stevie+Wonder+Superstition
Stevie Wonder,Isn't She Lovely,https://www.youtube.com/results?search_query=Stevie+Wonder+Isn%27t+She+Lovely
Stevie Wonder,Sir Duke,https://www.youtube.com/results?search_query=Stevie+Wonder+Sir+Duke
Marvin Gaye,Let's Get It On,https://www.youtube.com/results?search_query=Marvin+Gaye+Let%27s+Get+It+On
Marvin Gaye,What's Going On,https://www.youtube.com/results?search_query=Marvin+Gaye+What%27s+Going+On
Al Green,Let's Stay Together,https://www.youtube.com/results?search_query=Al+Green+Let%27s+Stay+Together
The Rolling Stones,Angie,https://www.youtube.com/results?search_query=The+Rolling+Stones+Angie
The Rolling Stones,Brown Sugar,https://www.youtube.com/results?search_query=The+Rolling+Stones+Brown+Sugar
The Rolling Stones,Miss You,https://www.youtube.com/results?search_query=The+Rolling+Stones+Miss+You
David Bowie,Space Oddity,https://www.youtube.com/results?search_query=David+Bowie+Space+Oddity
David Bowie,Heroes,https://www.youtube.com/results?search_query=David+Bowie+Heroes
David Bowie,Fame,https://www.youtube.com/results?search_query=David+Bowie+Fame
David Bowie,Changes,https://www.youtube.com/results?search_query=David+Bowie+Changes
Pink Floyd,Money,https://www.youtube.com/results?search_query=Pink+Floyd+Money
Pink Floyd,Another Brick in the Wall,https://www.youtube.com/results?search_query=Pink+Floyd+Another+Brick+in+the+Wall
Pink Floyd,Wish You Were Here,https://www.youtube.com/results?search_query=Pink+Floyd+Wish+You+Were+Here
The Who,Baba O'Riley,https://www.youtube.com/results?search_query=The+Who+Baba+O%27Riley
The Who,Won't Get Fooled Again,https://www.youtube.com/results?search_query=The+Who+Won%27t+Get+Fooled+Again
Chicago,25 or 6 to 4,https://www.youtube.com/results?search_query=Chicago+25+or+6+to+4
Chicago,If You Leave Me Now,https://www.youtube.com/results?search_query=Chicago+If+You+Leave+Me+Now
America,A Horse with No Name,https://www.youtube.com/results?search_query=America+A+Horse+with+No+Name
America,Ventura Highway,https://www.youtube.com/results?search_query=America+Ventura+Highway
Boston,More Than a Feeling,https://www.youtube.com/results?search_query=Boston+More+Than+a+Feeling
Journey,Lights,https://www.youtube.com/results?search_query=Journey+Lights
Fleetwood Mac,Go Your Own Way,https://www.youtube.com/results?search_query=Fleetwood+Mac+Go+Your+Own+Way
Fleetwood Mac,Don't Stop,https://www.youtube.com/results?search_query=Fleetwood+Mac+Don%27t+Stop
Fleetwood Mac,Rhiannon,https://www.youtube.com/results?search_query=Fleetwood+Mac+Rhiannon
The Doobie Brothers,Long Train Runnin',https://www.youtube.com/results?search_query=The+Doobie+Brothers+Long+Train+Runnin%27
The Doobie Brothers,What a Fool Believes,https://www.youtube.com/results?search_query=The+Doobie+Brothers+What+a+Fool+Believes
Steely Dan,Reelin' in the Years,https://www.youtube.com/results?search_query=Steely+Dan+Reelin%27+in+the+Years
Steely Dan,Do It Again,https://www.youtube.com/results?search_query=Steely+Dan+Do+It+Again
Steely Dan,Rikki Don't Lose That Number,https://www.youtube.com/results?search_query=Steely+Dan+Rikki+Don%27t+Lose+That+Number
Bruce Springsteen,Born to Run,https://www.youtube.com/results?search_query=Bruce+Springsteen+Born+to+Run
Bruce Springsteen,Thunder Road,https://www.youtube.com/results?search_query=Bruce+Springsteen+Thunder+Road
Billy Joel,Piano Man,https://www.youtube.com/results?search_query=Billy+Joel+Piano+Man
Billy Joel,Just the Way You Are,https://www.youtube.com/results?search_query=Billy+Joel+Just+the+Way+You+Are
Billy Joel,Only the Good Die Young,https://www.youtube.com/results?search_query=Billy+Joel+Only+the+Good+Die+Young
Carole King,It's Too Late,https://www.youtube.com/results?search_query=Carole+King+It%27s+Too+Late
Carole King,I Feel the Earth Move,https://www.youtube.com/results?search_query=Carole+King+I+Feel+the+Earth+Move
James Taylor,Fire and Rain,https://www.youtube.com/results?search_query=James+Taylor+Fire+and+Rain
James Taylor,You've Got a Friend,https://www.youtube.com/results?search_query=James+Taylor+You%27ve+Got+a+Friend
Simon & Garfunkel,Bridge Over Troubled Water,https://www.youtube.com/results?search_query=Simon+%26+Garfunkel+Bridge+Over+Troubled+Water
The Carpenters,Close to You,https://www.youtube.com/results?search_query=The+Carpenters+Close+to+You
The Carpenters,Rainy Days and Mondays,https://www.youtube.com/results?search_query=The+Carpenters+Rainy+Days+and+Mondays
Diana Ross,Ain't No Mountain High Enough,https://www.youtube.com/results?search_query=Diana+Ross+Ain%27t+No+Mountain+High+Enough
Gladys Knight & the Pips,Midnight Train to Georgia,https://www.youtube.com/results?search_query=Gladys+Knight+%26+the+Pips+Midnight+Train+to+Georgia
The Jackson 5,I Want You Back,https://www.youtube.com/results?search_query=The+Jackson+5+I+Want+You+Back
The Jackson 5,ABC,https://www.youtube.com/results?search_query=The+Jackson+5+ABC
Michael Jackson,Ben,https://www.youtube.com/results?search_query=Michael+Jackson+Ben
"Earth, Wind & Fire",September,https://www.youtube.com/results?search_query=Earth%2C+Wind+%26+Fire+September
"Earth, Wind & Fire",Shining Star,https://www.youtube.com/results?search_query=Earth%2C+Wind+%26+Fire+Shining+Star
KC and the Sunshine Band,Get Down Tonight,https://www.youtube.com/results?search_query=KC+and+the+Sunshine+Band+Get+Down+Tonight
KC and the Sunshine Band,That's the Way I Like It,https://www.youtube.com/results?search_query=KC+and+the+Sunshine+Band+That%27s+the+Way+I+Like+It
The Bee Gees,How Deep Is Your Love,https://www.youtube.com/results?search_query=The+Bee+Gees+How+Deep+Is+Your+Love
The Bee Gees,Night Fever,https://www.youtube.com/results?search_query=The+Bee+Gees+Night+Fever
The Bee Gees,More Than a Woman,https://www.youtube.com/results?search_query=The+Bee+Gees+More+Than+a+Woman
Donna Summer,I Feel Love,https://www.youtube.com/results?search_query=Donna+Summer+I+Feel+Love
Donna Summer,Last Dance,https://www.youtube.com/results?search_query=Donna+Summer+Last+Dance
Donna Summer,Hot Stuff,https://www.youtube.com/results?search_query=Donna+Summer+Hot+Stuff
Gloria Gaynor,I Will Survive,https://www.youtube.com/results?search_query=Gloria+Gaynor+I+Will+Survive
Chic,Le Freak,https://www.youtube.com/results?search_query=Chic+Le+Freak
Chic,Good Times,https://www.youtube.com/results?search_query=Chic+Good+Times
Village People,YMCA,https://www.youtube.com/results?search_query=Village+People+YMCA
Village People,Macho Man,https://www.youtube.com/results?search_query=Village+People+Macho+Man
ABBA,Dancing Queen,https://www.youtube.com/results?search_query=ABBA+Dancing+Queen
ABBA,Mamma Mia,https://www.youtube.com/results?search_query=ABBA+Mamma+Mia
ABBA,SOS,https://www.youtube.com/results?search_query=ABBA+SOS
ABBA,Waterloo,https://www.youtube.com/results?search_query=ABBA+Waterloo
Blondie,Heart of Glass,https://www.youtube.com/results?search_query=Blondie+Heart+of+Glass
The Eagles,Take It Easy,https://www.youtube.com/results?search_query=The+Eagles+Take+It+Easy
The Eagles,Desperado,https://www.youtube.com/results?search_query=The+Eagles+Desperado
The Eagles,Life in the Fast Lane,https://www.youtube.com/results?search_query=The+Eagles+Life+in+the+Fast+Lane
The Eagles,One of These Nights,https://www.youtube.com/results?search_query=The+Eagles+One+of+These+Nights
Aerosmith,Dream On,https://www.youtube.com/results?search_query=Aerosmith+Dream+On
Aerosmith,Sweet Emotion,https://www.youtube.com/results?search_query=Aerosmith+Sweet+Emotion
Aerosmith,Walk This Way,https://www.youtube.com/results?search_query=Aerosmith+Walk+This+Way
Lynyrd Skynyrd,Sweet Home Alabama,https://www.youtube.com/results?search_query=Lynyrd+Skynyrd+Sweet+Home+Alabama
Lynyrd Skynyrd,Free Bird,https://www.youtube.com/results?search_query=Lynyrd+Skynyrd+Free+Bird
The Doors,Riders on the Storm,https://www.youtube.com/results?search_query=The+Doors+Riders+on+the+Storm
Creedence Clearwater Revival,Fortunate Son,https://www.youtube.com/results?search_query=Creedence+Clearwater+Revival+Fortunate+Son
Creedence Clearwater Revival,Have You Ever Seen the Rain,https://www.youtube.com/results?search_query=Creedence+Clearwater+Revival+Have+You+Ever+Seen+the+Rain
Neil Young,Heart of Gold,https://www.youtube.com/results?search_query=Neil+Young+Heart+of+Gold
Neil Diamond,Sweet Caroline,https://www.youtube.com/results?search_query=Neil+Diamond+Sweet+Caroline
Neil Diamond,Cracklin' Rosie,https://www.youtube.com/results?search_query=Neil+Diamond+Cracklin%27+Rosie
Cat Stevens,Wild World,https://www.youtube.com/results?search_query=Cat+Stevens+Wild+World
Cat Stevens,Peace Train,https://www.youtube.com/results?search_query=Cat+Stevens+Peace+Train
Jim Croce,Time in a Bottle,https://www.youtube.com/results?search_query=Jim+Croce+Time+in+a+Bottle
Jim Croce,"Bad, Bad Leroy Brown",https://www.youtube.com/results?search_query=Jim+Croce+Bad%2C+Bad+Leroy+Brown
Harry Chapin,Cat's in the Cradle,https://www.youtube.com/results?search_query=Harry+Chapin+Cat%27s+in+the+Cradle
America,Sister Golden Hair,https://www.youtube.com/results?search_query=America+Sister+Golden+Hair
Steve Miller Band,The Joker,https://www.youtube.com/results?search_query=Steve+Miller+Band+The+Joker
Steve Miller Band,Fly Like an Eagle,https://www.youtube.com/results?search_query=Steve+Miller+Band+Fly+Like+an+Eagle
Bob Seger,Night Moves,https://www.youtube.com/results?search_query=Bob+Seger+Night+Moves
Bob Seger,Old Time Rock and Roll,https://www.youtube.com/results?search_query=Bob+Seger+Old+Time+Rock+and+Roll
Bob Marley & The Wailers,"No Woman, No Cry",https://www.youtube.com/results?search_query=Bob+Marley+%26+The+Wailers+No+Woman%2C+No+Cry
Bob Marley & The Wailers,Jamming,https://www.youtube.com/results?search_query=Bob+Marley+%26+The+Wailers+Jamming
Bob Marley & The Wailers,One Love,https://www.youtube.com/results?search_query=Bob+Marley+%26+The+Wailers+One+Love
Bob Marley & The Wailers,Redemption Song,https://www.youtube.com/results?search_query=Bob+Marley+%26+The+Wailers+Redemption+Song
The Kinks,Lola,https://www.youtube.com/results?search_query=The+Kinks+Lola
Rod Stewart,Do Ya Think I'm Sexy,https://www.youtube.com/results?search_query=Rod+Stewart+Do+Ya+Think+I%27m+Sexy
Rod Stewart,Tonight's the Night,https://www.youtube.com/results?search_query=Rod+Stewart+Tonight%27s+the+Night
Barry White,"You're the First, the Last, My Everything",https://www.youtube.com/results?search_query=Barry+White+You%27re+the+First%2C+the+Last%2C+My+Everything
Barry White,"Can't Get Enough of Your Love, Babe",https://www.youtube.com/results?search_query=Barry+White+Can%27t+Get+Enough+of+Your+Love%2C+Babe
The O'Jays,Love Train,https://www.youtube.com/results?search_query=The+O%27Jays+Love+Train
The Spinners,I'll Be Around,https://www.youtube.com/results?search_query=The+Spinners+I%27ll+Be+Around
War,Low Rider,https://www.youtube.com/results?search_query=War+Low+Rider
War,Why Can't We Be Friends,https://www.youtube.com/results?search_query=War+Why+Can%27t+We+Be+Friends
Sly and the Family Stone,Family Affair,https://www.youtube.com/results?search_query=Sly+and+the+Family+Stone+Family+Affair
Isaac Hayes,Theme from Shaft,https://www.youtube.com/results?search_query=Isaac+Hayes+Theme+from+Shaft
Curtis Mayfield,Superfly,https://www.youtube.com/results?search_query=Curtis+Mayfield+Superfly
Al Green,Tired of Being Alone,https://www.youtube.com/results?search_query=Al+Green+Tired+of+Being+Alone
The Temptations,Papa Was a Rollin' Stone,https://www.youtube.com/results?search_query=The+Temptations+Papa+Was+a+Rollin%27+Stone
Wings,Band on the Run,https://www.youtube.com/results?search_query=Wings+Band+on+the+Run
Wings,Live and Let Die,https://www.youtube.com/results?search_query=Wings+Live+and+Let+Die
Wings,My Love,https://www.youtube.com/results?search_query=Wings+My+Love
Paul McCartney,Maybe I'm Amazed,https://www.youtube.com/results?search_query=Paul+McCartney+Maybe+I%27m+Amazed
John Lennon,Imagine,https://www.youtube.com/results?search_query=John+Lennon+Imagine
John Lennon,Instant Karma!,https://www.youtube.com/results?search_query=John+Lennon+Instant+Karma%21
George Harrison,My Sweet Lord,https://www.youtube.com/results?search_query=George+Harrison+My+Sweet+Lord
Ringo Starr,Photograph,https://www.youtube.com/results?search_query=Ringo+Starr+Photograph
10cc,I'm Not in Love,https://www.youtube.com/results?search_query=10cc+I%27m+Not+in+Love
Supertramp,The Logical Song,https://www.youtube.com/results?search_query=Supertramp+The+Logical+Song
Supertramp,Give a Little Bit,https://www.youtube.com/results?search_query=Supertramp+Give+a+Little+Bit
Electric Light Orchestra,Mr. Blue Sky,https://www.youtube.com/results?search_query=Electric+Light+Orchestra+Mr.+Blue+Sky
Electric Light Orchestra,Evil Woman,https://www.youtube.com/results?search_query=Electric+Light+Orchestra+Evil+Woman
Queen,Somebody to Love,https://www.youtube.com/results?search_query=Queen+Somebody+to+Love
Queen,We Will Rock You,https://www.youtube.com/results?search_query=Queen+We+Will+Rock+You
Queen,Crazy Little Thing Called Love,https://www.youtube.com/results?search_query=Queen+Crazy+Little+Thing+Called+Love
Wild Cherry,Play That Funky Music,https://www.youtube.com/results?search_query=Wild+Cherry+Play+That+Funky+Music
KC and the Sunshine Band,Please Don't Go,https://www.youtube.com/results?search_query=KC+and+the+Sunshine+Band+Please+Don%27t+Go
Andy Gibb,Shadow Dancing,https://www.youtube.com/results?search_query=Andy+Gibb+Shadow+Dancing
Player,Baby Come Back,https://www.youtube.com/results?search_query=Player+Baby+Come+Back
Toto,Hold the Line,https://www.youtube.com/results?search_query=Toto+Hold+the+Line
Foreigner,Feels Like the First Time,https://www.youtube.com/results?search_query=Foreigner+Feels+Like+the+First+Time
Foreigner,Cold as Ice,https://www.youtube.com/results?search_query=Foreigner+Cold+as+Ice
Kansas,Carry On Wayward Son,https://www.youtube.com/results?search_query=Kansas+Carry+On+Wayward+Son
Kansas,Dust in the Wind,https://www.youtube.com/results?search_query=Kansas+Dust+in+the+Wind
Styx,Come Sail Away,https://www.youtube.com/results?search_query=Styx+Come+Sail+Away
REO Speedwagon,Time for Me to Fly,https://www.youtube.com/results?search_query=REO+Speedwagon+Time+for+Me+to+Fly
Heart,Barracuda,https://www.youtube.com/results?search_query=Heart+Barracuda
Heart,Crazy on You,https://www.youtube.com/results?search_query=Heart+Crazy+on+You
Rush,Tom Sawyer,https://www.youtube.com/results?search_query=Rush+Tom+Sawyer
Van Halen,Runnin' with the Devil,https://www.youtube.com/results?search_query=Van+Halen+Runnin%27+with+the+Devil
Meat Loaf,Two Out of Three Ain't Bad,https://www.youtube.com/results?search_query=Meat+Loaf+Two+Out+of+Three+Ain%27t+Bad
Meat Loaf,Paradise by the Dashboard Light,https://www.youtube.com/results?search_query=Meat+Loaf+Paradise+by+the+Dashboard+Light
Fleetwood Mac,The Chain,https://www.youtube.com/results?search_query=Fleetwood+Mac+The+Chain
Linda Ronstadt,You're No Good,https://www.youtube.com/results?search_query=Linda+Ronstadt+You%27re+No+Good
Linda Ronstadt,Blue Bayou,https://www.youtube.com/results?search_query=Linda+Ronstadt+Blue+Bayou
Anne Murray,You Needed Me,https://www.youtube.com/results?search_query=Anne+Murray+You+Needed+Me
Olivia Newton-John,Have You Never Been Mellow,https://www.youtube.com/results?search_query=Olivia+Newton-John+Have+You+Never+Been+Mellow
Olivia Newton-John,I Honestly Love You,https://www.youtube.com/results?search_query=Olivia+Newton-John+I+Honestly+Love+You
Debby Boone,You Light Up My Life,https://www.youtube.com/results?search_query=Debby+Boone+You+Light+Up+My+Life
Barbra Streisand,The Way We Were,https://www.youtube.com/results?search_query=Barbra+Streisand+The+Way+We+Were
